-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Latitude  51.9812   Longitude 5.6584 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 15.29 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2020,1,1,0,4.84,152.07
2020,1,1,1,5.08,152.65
2020,1,1,2,5.3,152.53
2020,1,1,3,5.15,150.29
2020,1,1,4,4.89,148.27
2020,1,1,5,4.57,143.97
2020,1,1,6,4.32,142.8
2020,1,1,7,4.16,144.88
2020,1,1,8,4.02,151.84
2020,1,1,9,4.2,166.35
2020,1,1,10,4.33,173.16
2020,1,1,11,4.24,178.41
2020,1,1,12,3.97,183.84
2020,1,1,13,3.79,190.1
2020,1,1,14,3.54,194.19
2020,1,1,15,3.82,193.13
2020,1,1,16,4.51,191.1
2020,1,1,17,5.77,193.38
2020,1,1,18,6.62,195.27
2020,1,1,19,7.12,199.21
2020,1,1,20,7.31,206.87
2020,1,1,21,6.82,215.73
2020,1,1,22,5.8,221.07
2020,1,1,23,5.13,216.89
2020,1,2,0,4.82,202.91
2020,1,2,1,5.15,192.79
2020,1,2,2,5.47,187.97
2020,1,2,3,5.66,184.36
2020,1,2,4,5.76,182.25
2020,1,2,5,6.07,185.39
2020,1,2,6,6.37,184.85
2020,1,2,7,6.41,179.65
2020,1,2,8,6.46,178.89
2020,1,2,9,6.48,182.63
2020,1,2,10,6.91,187.6
2020,1,2,11,6.59,187.91
2020,1,2,12,6.48,189.86
2020,1,2,13,7.03,189.99
2020,1,2,14,8.36,195.23
2020,1,2,15,9.05,196.04
2020,1,2,16,9.23,196.52
2020,1,2,17,9.11,193.6
2020,1,2,18,9.19,191.42
2020,1,2,19,9.0,190.1
2020,1,2,20,10.41,197.78
2020,1,2,21,10.38,200.77
2020,1,2,22,10.99,205.98
2020,1,2,23,10.94,209.29
2020,1,3,0,11.1,213.67
2020,1,3,1,10.97,208.59
2020,1,3,2,11.79,212.5
2020,1,3,3,11.85,216.67
2020,1,3,4,11.85,217.42
2020,1,3,5,12.09,217.83
2020,1,3,6,11.83,217.19
2020,1,3,7,11.58,214.98
2020,1,3,8,11.06,215.08
2020,1,3,9,10.97,217.6
2020,1,3,10,10.7,221.95
2020,1,3,11,10.58,233.38
2020,1,3,12,10.51,245.97
2020,1,3,13,10.66,258.11
2020,1,3,14,10.05,276.7
2020,1,3,15,10.26,310.21
2020,1,3,16,10.21,328.29
2020,1,3,17,8.42,324.36
2020,1,3,18,8.42,312.52
2020,1,3,19,9.05,312.59
2020,1,3,20,8.32,308.02
2020,1,3,21,7.92,295.71
2020,1,3,22,8.34,282.77
2020,1,3,23,9.09,272.86
2020,1,4,0,9.06,268.72
2020,1,4,1,8.9,261.27
2020,1,4,2,9.08,255.61
2020,1,4,3,9.37,254.28
2020,1,4,4,9.47,254.39
2020,1,4,5,9.6,252.58
2020,1,4,6,9.57,251.09
2020,1,4,7,9.51,251.86
2020,1,4,8,9.17,252.14
2020,1,4,9,8.84,254.47
2020,1,4,10,9.29,263.82
2020,1,4,11,9.77,273.9
2020,1,4,12,10.29,279.75
2020,1,4,13,10.07,283.14
2020,1,4,14,9.28,284.48
2020,1,4,15,8.88,286.36
2020,1,4,16,8.88,289.47
2020,1,4,17,8.52,293.18
2020,1,4,18,7.73,295.89
2020,1,4,19,7.15,297.97
2020,1,4,20,6.52,300.07
2020,1,4,21,5.9,300.68
2020,1,4,22,5.47,296.27
2020,1,4,23,5.28,289.0
2020,1,5,0,5.33,281.84
2020,1,5,1,5.53,274.62
2020,1,5,2,5.91,266.29
2020,1,5,3,6.25,258.17
2020,1,5,4,6.58,251.24
2020,1,5,5,7.03,246.08
2020,1,5,6,7.39,242.41
2020,1,5,7,7.53,240.14
2020,1,5,8,7.56,238.9
2020,1,5,9,7.08,238.31
2020,1,5,10,6.83,237.18
2020,1,5,11,6.85,234.99
2020,1,5,12,6.82,231.93
2020,1,5,13,6.79,228.45
2020,1,5,14,6.93,226.37
2020,1,5,15,7.36,222.25
2020,1,5,16,7.54,218.31
2020,1,5,17,7.54,218.01
2020,1,5,18,7.82,223.99
2020,1,5,19,7.66,227.56
2020,1,5,20,8.04,231.47
2020,1,5,21,7.81,232.76
2020,1,5,22,7.84,232.9
2020,1,5,23,7.73,231.52
2020,1,6,0,7.61,228.91
2020,1,6,1,7.55,226.26
2020,1,6,2,7.55,224.37
2020,1,6,3,7.49,221.32
2020,1,6,4,7.48,218.64
2020,1,6,5,7.54,215.63
2020,1,6,6,7.74,212.13
2020,1,6,7,7.66,209.65
2020,1,6,8,7.7,207.89
2020,1,6,9,7.16,206.01
2020,1,6,10,6.63,203.46
2020,1,6,11,6.64,197.03
2020,1,6,12,7.6,191.81
2020,1,6,13,7.78,186.63
2020,1,6,14,7.85,179.89
2020,1,6,15,8.86,173.88
2020,1,6,16,9.61,176.23
2020,1,6,17,9.5,185.43
2020,1,6,18,9.35,194.91
2020,1,6,19,9.24,202.31
2020,1,6,20,9.03,208.18
2020,1,6,21,8.68,209.87
2020,1,6,22,8.92,223.79
2020,1,6,23,9.31,235.78
2020,1,7,0,9.53,250.41
2020,1,7,1,9.23,259.32
2020,1,7,2,8.93,267.34
2020,1,7,3,8.4,269.57
2020,1,7,4,8.45,270.74
2020,1,7,5,7.82,266.62
2020,1,7,6,6.74,256.66
2020,1,7,7,5.91,241.17
2020,1,7,8,5.7,226.72
2020,1,7,9,5.89,216.96
2020,1,7,10,6.97,216.84
2020,1,7,11,7.58,216.74
2020,1,7,12,7.64,215.01
2020,1,7,13,7.18,208.88
2020,1,7,14,7.22,200.53
2020,1,7,15,9.1,202.09
2020,1,7,16,10.28,204.62
2020,1,7,17,10.63,197.98
2020,1,7,18,11.11,194.66
2020,1,7,19,11.61,195.57
2020,1,7,20,11.63,198.97
2020,1,7,21,11.7,201.01
2020,1,7,22,11.91,199.98
2020,1,7,23,12.28,197.97
2020,1,8,0,12.18,199.96
2020,1,8,1,12.03,203.02
2020,1,8,2,11.85,208.59
2020,1,8,3,11.87,216.36
2020,1,8,4,11.48,220.31
2020,1,8,5,11.04,223.8
2020,1,8,6,10.78,228.29
2020,1,8,7,9.94,229.59
2020,1,8,8,9.43,228.69
2020,1,8,9,8.69,229.3
2020,1,8,10,7.74,228.89
2020,1,8,11,8.01,238.23
2020,1,8,12,7.57,245.5
2020,1,8,13,7.25,250.61
2020,1,8,14,6.9,251.65
2020,1,8,15,7.03,252.41
2020,1,8,16,7.04,251.71
2020,1,8,17,6.66,252.03
2020,1,8,18,5.99,247.55
2020,1,8,19,5.62,244.04
2020,1,8,20,5.26,241.99
2020,1,8,21,4.81,234.12
2020,1,8,22,4.6,220.1
2020,1,8,23,4.97,201.57
2020,1,9,0,6.22,188.02
2020,1,9,1,7.19,182.99
2020,1,9,2,7.83,183.03
2020,1,9,3,8.18,183.23
2020,1,9,4,8.82,185.29
2020,1,9,5,9.34,183.02
2020,1,9,6,9.78,182.75
2020,1,9,7,10.21,191.83
2020,1,9,8,11.37,199.31
2020,1,9,9,13.64,207.31
2020,1,9,10,13.09,209.07
2020,1,9,11,12.8,212.0
2020,1,9,12,12.6,214.65
2020,1,9,13,12.0,214.26
2020,1,9,14,11.57,212.7
2020,1,9,15,10.7,210.5
2020,1,9,16,9.73,208.03
2020,1,9,17,10.79,211.65
2020,1,9,18,11.07,213.87
2020,1,9,19,10.72,214.73
2020,1,9,20,10.49,211.61
2020,1,9,21,10.25,212.61
2020,1,9,22,9.5,218.36
2020,1,9,23,9.07,219.52
2020,1,10,0,8.83,218.6
2020,1,10,1,9.09,221.34
2020,1,10,2,8.92,225.57
2020,1,10,3,7.52,226.47
2020,1,10,4,7.42,232.06
2020,1,10,5,7.61,236.21
2020,1,10,6,7.64,236.34
2020,1,10,7,7.21,239.91
2020,1,10,8,6.55,254.66
2020,1,10,9,5.87,273.21
2020,1,10,10,6.74,295.11
2020,1,10,11,8.08,315.2
2020,1,10,12,9.01,327.14
2020,1,10,13,9.09,331.81
2020,1,10,14,8.69,331.18
2020,1,10,15,8.31,325.97
2020,1,10,16,7.63,322.74
2020,1,10,17,6.8,321.67
2020,1,10,18,5.96,315.64
2020,1,10,19,5.65,302.85
2020,1,10,20,5.68,290.7
2020,1,10,21,5.43,277.93
2020,1,10,22,5.67,260.72
2020,1,10,23,6.68,249.17
2020,1,11,0,7.52,242.85
2020,1,11,1,8.02,237.69
2020,1,11,2,7.95,236.29
2020,1,11,3,6.84,229.78
2020,1,11,4,6.84,219.53
2020,1,11,5,6.9,207.15
2020,1,11,6,7.18,201.1
2020,1,11,7,7.58,199.26
2020,1,11,8,8.59,204.75
2020,1,11,9,8.47,200.64
2020,1,11,10,8.49,196.03
2020,1,11,11,9.51,200.98
2020,1,11,12,10.58,207.44
2020,1,11,13,11.12,209.2
2020,1,11,14,11.49,208.73
2020,1,11,15,11.85,207.73
2020,1,11,16,11.97,207.23
2020,1,11,17,12.11,207.29
2020,1,11,18,12.27,207.95
2020,1,11,19,12.4,209.05
2020,1,11,20,12.43,210.8
2020,1,11,21,12.51,212.27
2020,1,11,22,12.49,212.51
2020,1,11,23,12.22,212.7
2020,1,12,0,11.78,212.1
2020,1,12,1,11.66,211.19
2020,1,12,2,11.52,210.48
2020,1,12,3,11.88,209.9
2020,1,12,4,12.14,208.51
2020,1,12,5,12.35,207.51
2020,1,12,6,12.5,208.04
2020,1,12,7,13.01,210.85
2020,1,12,8,11.27,210.44
2020,1,12,9,11.08,211.3
2020,1,12,10,13.4,222.87
2020,1,12,11,13.0,224.37
2020,1,12,12,12.82,226.38
2020,1,12,13,12.47,227.13
2020,1,12,14,12.46,228.71
2020,1,12,15,12.63,234.41
2020,1,12,16,12.27,239.68
2020,1,12,17,11.77,245.07
2020,1,12,18,10.07,245.32
2020,1,12,19,9.0,242.88
2020,1,12,20,8.17,243.78
2020,1,12,21,7.36,247.27
2020,1,12,22,6.31,246.67
2020,1,12,23,5.52,237.66
2020,1,13,0,5.43,223.13
2020,1,13,1,5.52,210.52
2020,1,13,2,6.19,205.95
2020,1,13,3,6.63,204.72
2020,1,13,4,7.03,207.9
2020,1,13,5,7.02,206.88
2020,1,13,6,6.94,206.19
2020,1,13,7,6.75,204.55
2020,1,13,8,6.77,203.02
2020,1,13,9,6.95,203.8
2020,1,13,10,7.01,199.73
2020,1,13,11,7.0,192.25
2020,1,13,12,7.29,187.76
2020,1,13,13,7.61,187.91
2020,1,13,14,8.46,187.22
2020,1,13,15,10.08,188.16
2020,1,13,16,10.96,187.95
2020,1,13,17,11.98,184.04
2020,1,13,18,11.81,180.34
2020,1,13,19,13.69,185.83
2020,1,13,20,14.86,191.28
2020,1,13,21,15.32,193.38
2020,1,13,22,16.12,194.0
2020,1,13,23,16.4,195.87
2020,1,14,0,16.3,198.1
2020,1,14,1,16.18,200.75
2020,1,14,2,16.23,203.28
2020,1,14,3,16.19,205.3
2020,1,14,4,16.17,206.76
2020,1,14,5,16.35,210.58
2020,1,14,6,15.23,213.09
2020,1,14,7,14.06,214.02
2020,1,14,8,13.12,212.94
2020,1,14,9,12.4,211.35
2020,1,14,10,12.23,209.41
2020,1,14,11,12.44,208.01
2020,1,14,12,12.75,205.8
2020,1,14,13,13.17,202.75
2020,1,14,14,13.68,200.56
2020,1,14,15,14.93,199.63
2020,1,14,16,16.66,201.37
2020,1,14,17,17.79,206.31
2020,1,14,18,17.78,208.41
2020,1,14,19,17.64,209.48
2020,1,14,20,17.62,209.71
2020,1,14,21,17.73,210.95
2020,1,14,22,17.39,212.88
2020,1,14,23,16.95,213.05
2020,1,15,0,16.99,213.41
2020,1,15,1,16.68,213.35
2020,1,15,2,16.3,211.76
2020,1,15,3,16.21,209.69
2020,1,15,4,16.04,207.19
2020,1,15,5,15.13,202.72
2020,1,15,6,13.93,196.38
2020,1,15,7,14.08,195.15
2020,1,15,8,13.85,195.31
2020,1,15,9,13.8,196.96
2020,1,15,10,13.95,200.28
2020,1,15,11,14.19,204.67
2020,1,15,12,14.25,209.76
2020,1,15,13,14.23,213.87
2020,1,15,14,13.86,218.59
2020,1,15,15,12.64,228.36
2020,1,15,16,10.93,235.57
2020,1,15,17,9.47,239.56
2020,1,15,18,8.28,240.8
2020,1,15,19,7.7,238.57
2020,1,15,20,7.44,236.53
2020,1,15,21,7.94,239.09
2020,1,15,22,7.33,236.29
2020,1,15,23,7.37,232.15
2020,1,16,0,7.41,227.78
2020,1,16,1,6.85,221.49
2020,1,16,2,6.17,211.96
2020,1,16,3,5.81,201.7
2020,1,16,4,5.77,195.22
2020,1,16,5,5.74,189.55
2020,1,16,6,5.64,184.13
2020,1,16,7,5.66,177.55
2020,1,16,8,6.02,174.11
2020,1,16,9,6.72,174.33
2020,1,16,10,6.5,170.24
2020,1,16,11,6.43,165.64
2020,1,16,12,7.22,168.14
2020,1,16,13,7.66,170.96
2020,1,16,14,8.38,172.93
2020,1,16,15,9.17,170.19
2020,1,16,16,9.8,164.66
2020,1,16,17,10.23,161.25
2020,1,16,18,10.45,159.52
2020,1,16,19,10.48,158.62
2020,1,16,20,10.56,159.88
2020,1,16,21,10.68,162.11
2020,1,16,22,10.8,162.53
2020,1,16,23,10.84,162.07
2020,1,17,0,10.75,162.41
2020,1,17,1,10.44,163.98
2020,1,17,2,10.21,170.75
2020,1,17,3,10.52,185.71
2020,1,17,4,9.91,190.12
2020,1,17,5,9.2,186.83
2020,1,17,6,8.68,183.66
2020,1,17,7,9.43,190.26
2020,1,17,8,8.69,189.0
2020,1,17,9,7.98,187.82
2020,1,17,10,8.38,201.16
2020,1,17,11,9.23,207.98
2020,1,17,12,8.1,210.62
2020,1,17,13,8.01,209.24
2020,1,17,14,8.59,208.99
2020,1,17,15,9.24,213.62
2020,1,17,16,9.75,218.82
2020,1,17,17,10.9,228.86
2020,1,17,18,11.71,238.39
2020,1,17,19,11.96,248.66
2020,1,17,20,11.9,257.26
2020,1,17,21,11.5,261.4
2020,1,17,22,10.86,260.64
2020,1,17,23,9.4,249.26
2020,1,18,0,8.46,230.43
2020,1,18,1,8.32,223.06
2020,1,18,2,7.84,222.17
2020,1,18,3,7.36,221.73
2020,1,18,4,7.23,221.19
2020,1,18,5,7.14,219.09
2020,1,18,6,7.05,220.77
2020,1,18,7,6.97,224.0
2020,1,18,8,7.04,232.13
2020,1,18,9,6.95,244.56
2020,1,18,10,7.27,255.89
2020,1,18,11,8.41,270.32
2020,1,18,12,8.68,276.77
2020,1,18,13,8.23,279.62
2020,1,18,14,7.67,281.28
2020,1,18,15,7.59,283.56
2020,1,18,16,7.57,288.6
2020,1,18,17,7.51,293.82
2020,1,18,18,7.62,297.35
2020,1,18,19,7.9,299.51
2020,1,18,20,8.08,301.52
2020,1,18,21,8.11,303.89
2020,1,18,22,7.96,306.17
2020,1,18,23,7.75,309.89
2020,1,19,0,7.6,314.71
2020,1,19,1,7.69,317.92
2020,1,19,2,7.89,321.03
2020,1,19,3,8.02,323.6
2020,1,19,4,8.06,326.71
2020,1,19,5,7.62,329.15
2020,1,19,6,7.69,336.46
2020,1,19,7,7.55,342.03
2020,1,19,8,6.7,345.06
2020,1,19,9,5.62,343.7
2020,1,19,10,5.5,340.74
2020,1,19,11,7.5,355.4
2020,1,19,12,8.5,1.63
2020,1,19,13,8.02,4.41
2020,1,19,14,7.3,1.66
2020,1,19,15,7.26,353.76
2020,1,19,16,7.92,351.44
2020,1,19,17,8.09,354.34
2020,1,19,18,7.89,356.71
2020,1,19,19,7.55,358.52
2020,1,19,20,6.61,357.63
2020,1,19,21,5.98,354.3
2020,1,19,22,5.49,350.26
2020,1,19,23,5.16,348.55
2020,1,20,0,4.77,347.33
2020,1,20,1,4.77,345.69
2020,1,20,2,4.71,349.49
2020,1,20,3,3.95,354.21
2020,1,20,4,2.7,353.35
2020,1,20,5,1.82,339.07
2020,1,20,6,1.37,307.59
2020,1,20,7,1.52,258.17
2020,1,20,8,2.57,229.68
2020,1,20,9,3.09,216.87
2020,1,20,10,3.34,212.2
2020,1,20,11,3.75,219.26
2020,1,20,12,3.8,227.33
2020,1,20,13,3.74,231.7
2020,1,20,14,3.75,233.63
2020,1,20,15,4.27,235.96
2020,1,20,16,4.72,240.34
2020,1,20,17,4.88,242.78
2020,1,20,18,4.84,241.86
2020,1,20,19,4.76,236.44
2020,1,20,20,4.88,228.12
2020,1,20,21,5.16,219.35
2020,1,20,22,5.66,211.98
2020,1,20,23,6.32,208.18
2020,1,21,0,6.85,207.65
2020,1,21,1,7.14,208.78
2020,1,21,2,7.03,212.33
2020,1,21,3,6.25,215.6
2020,1,21,4,5.37,218.02
2020,1,21,5,4.94,217.99
2020,1,21,6,4.63,217.12
2020,1,21,7,4.41,216.0
2020,1,21,8,4.2,214.84
2020,1,21,9,4.32,220.75
2020,1,21,10,4.31,229.41
2020,1,21,11,4.47,239.76
2020,1,21,12,4.34,247.32
2020,1,21,13,4.04,254.3
2020,1,21,14,3.64,252.77
2020,1,21,15,3.84,241.87
2020,1,21,16,4.48,236.67
2020,1,21,17,5.22,236.79
2020,1,21,18,5.87,239.38
2020,1,21,19,5.95,244.51
2020,1,21,20,5.27,253.55
2020,1,21,21,4.55,258.9
2020,1,21,22,4.21,262.97
2020,1,21,23,3.9,262.86
2020,1,22,0,3.79,254.07
2020,1,22,1,4.3,240.36
2020,1,22,2,4.68,234.11
2020,1,22,3,4.61,236.12
2020,1,22,4,4.49,240.27
2020,1,22,5,4.4,243.39
2020,1,22,6,4.24,246.98
2020,1,22,7,3.93,261.89
2020,1,22,8,3.48,273.86
2020,1,22,9,3.17,269.72
2020,1,22,10,2.92,263.56
2020,1,22,11,2.68,271.84
2020,1,22,12,2.67,268.99
2020,1,22,13,2.69,275.16
2020,1,22,14,2.79,283.3
2020,1,22,15,2.96,289.58
2020,1,22,16,3.07,299.76
2020,1,22,17,3.01,314.47
2020,1,22,18,2.88,335.17
2020,1,22,19,2.78,358.07
2020,1,22,20,2.63,17.84
2020,1,22,21,2.43,39.12
2020,1,22,22,2.36,61.91
2020,1,22,23,2.29,83.34
2020,1,23,0,2.25,104.71
2020,1,23,1,2.26,125.28
2020,1,23,2,2.17,141.28
2020,1,23,3,2.01,150.64
2020,1,23,4,1.84,150.29
2020,1,23,5,1.87,145.05
2020,1,23,6,2.04,143.39
2020,1,23,7,2.32,146.1
2020,1,23,8,2.43,150.05
2020,1,23,9,2.08,151.03
2020,1,23,10,2.13,139.47
2020,1,23,11,2.17,133.54
2020,1,23,12,2.09,129.83
2020,1,23,13,2.01,125.36
2020,1,23,14,1.95,119.55
2020,1,23,15,2.04,113.72
2020,1,23,16,2.2,111.27
2020,1,23,17,2.43,113.1
2020,1,23,18,2.81,120.55
2020,1,23,19,3.24,131.87
2020,1,23,20,3.6,145.0
2020,1,23,21,3.83,155.42
2020,1,23,22,3.81,165.14
2020,1,23,23,3.65,176.32
2020,1,24,0,3.41,185.38
2020,1,24,1,3.06,188.67
2020,1,24,2,2.88,187.34
2020,1,24,3,2.77,189.6
2020,1,24,4,2.77,193.72
2020,1,24,5,2.9,197.9
2020,1,24,6,3.16,202.25
2020,1,24,7,3.61,206.62
2020,1,24,8,3.6,209.07
2020,1,24,9,3.29,215.62
2020,1,24,10,3.26,221.3
2020,1,24,11,3.25,231.25
2020,1,24,12,3.18,237.56
2020,1,24,13,3.19,228.47
2020,1,24,14,3.46,216.09
2020,1,24,15,3.8,210.36
2020,1,24,16,4.15,212.07
2020,1,24,17,4.43,212.91
2020,1,24,18,4.75,211.68
2020,1,24,19,5.15,208.67
2020,1,24,20,5.46,206.24
2020,1,24,21,5.69,205.26
2020,1,24,22,5.89,205.72
2020,1,24,23,5.72,209.47
2020,1,25,0,5.29,214.96
2020,1,25,1,4.91,218.86
2020,1,25,2,4.61,217.98
2020,1,25,3,4.61,214.93
2020,1,25,4,4.92,211.04
2020,1,25,5,5.27,207.63
2020,1,25,6,5.36,205.93
2020,1,25,7,5.21,205.41
2020,1,25,8,4.37,204.96
2020,1,25,9,3.67,202.53
2020,1,25,10,3.3,198.78
2020,1,25,11,3.15,199.74
2020,1,25,12,3.05,203.08
2020,1,25,13,3.05,204.01
2020,1,25,14,3.24,202.11
2020,1,25,15,3.73,198.06
2020,1,25,16,4.26,197.3
2020,1,25,17,4.45,196.84
2020,1,25,18,4.44,194.99
2020,1,25,19,4.4,192.31
2020,1,25,20,4.44,188.7
2020,1,25,21,4.55,185.61
2020,1,25,22,4.55,182.95
2020,1,25,23,4.58,177.26
2020,1,26,0,4.68,169.12
2020,1,26,1,4.83,161.04
2020,1,26,2,5.03,155.78
2020,1,26,3,5.37,153.92
2020,1,26,4,6.05,157.61
2020,1,26,5,6.51,164.11
2020,1,26,6,6.19,169.09
2020,1,26,7,5.81,167.1
2020,1,26,8,6.38,174.88
2020,1,26,9,5.78,174.03
2020,1,26,10,6.05,180.15
2020,1,26,11,6.84,192.26
2020,1,26,12,7.14,199.03
2020,1,26,13,7.23,201.22
2020,1,26,14,7.27,199.25
2020,1,26,15,8.43,195.75
2020,1,26,16,9.46,196.85
2020,1,26,17,9.61,198.35
2020,1,26,18,9.2,200.17
2020,1,26,19,9.24,201.21
2020,1,26,20,9.21,199.17
2020,1,26,21,9.29,194.67
2020,1,26,22,9.46,192.44
2020,1,26,23,9.95,194.6
2020,1,27,0,10.92,196.17
2020,1,27,1,12.25,198.55
2020,1,27,2,12.81,202.94
2020,1,27,3,12.66,207.64
2020,1,27,4,11.72,214.43
2020,1,27,5,10.66,218.04
2020,1,27,6,9.84,216.67
2020,1,27,7,9.27,213.41
2020,1,27,8,8.82,209.04
2020,1,27,9,8.46,202.09
2020,1,27,10,8.15,202.07
2020,1,27,11,7.8,201.87
2020,1,27,12,8.31,204.54
2020,1,27,13,8.23,199.81
2020,1,27,14,7.75,192.69
2020,1,27,15,7.92,190.87
2020,1,27,16,8.12,187.97
2020,1,27,17,8.25,180.43
2020,1,27,18,8.46,173.69
2020,1,27,19,8.46,167.08
2020,1,27,20,8.45,161.68
2020,1,27,21,9.39,162.08
2020,1,27,22,11.36,174.36
2020,1,27,23,11.74,194.09
2020,1,28,0,13.07,222.07
2020,1,28,1,14.69,240.26
2020,1,28,2,13.77,241.4
2020,1,28,3,12.07,228.18
2020,1,28,4,11.1,211.91
2020,1,28,5,10.63,200.26
2020,1,28,6,12.74,209.61
2020,1,28,7,13.23,230.8
2020,1,28,8,13.17,248.12
2020,1,28,9,12.97,256.48
2020,1,28,10,13.4,261.28
2020,1,28,11,14.29,265.77
2020,1,28,12,14.62,267.58
2020,1,28,13,14.38,265.95
2020,1,28,14,13.5,261.65
2020,1,28,15,12.58,255.14
2020,1,28,16,12.15,248.93
2020,1,28,17,11.02,242.78
2020,1,28,18,11.56,238.77
2020,1,28,19,11.46,238.12
2020,1,28,20,11.21,238.71
2020,1,28,21,11.09,245.58
2020,1,28,22,10.51,250.96
2020,1,28,23,9.89,252.38
2020,1,29,0,9.56,251.95
2020,1,29,1,10.27,253.96
2020,1,29,2,10.51,255.35
2020,1,29,3,11.12,254.68
2020,1,29,4,11.44,249.99
2020,1,29,5,11.32,248.64
2020,1,29,6,11.04,250.19
2020,1,29,7,10.8,252.65
2020,1,29,8,10.38,252.21
2020,1,29,9,9.95,253.81
2020,1,29,10,10.21,258.35
2020,1,29,11,11.68,268.81
2020,1,29,12,12.1,275.19
2020,1,29,13,11.85,277.16
2020,1,29,14,11.25,275.82
2020,1,29,15,10.87,274.16
2020,1,29,16,10.02,270.36
2020,1,29,17,8.88,258.43
2020,1,29,18,8.8,239.91
2020,1,29,19,8.96,229.03
2020,1,29,20,8.79,222.66
2020,1,29,21,8.84,218.07
2020,1,29,22,9.3,217.28
2020,1,29,23,9.6,219.65
2020,1,30,0,9.64,222.67
2020,1,30,1,9.49,224.27
2020,1,30,2,9.11,225.8
2020,1,30,3,8.75,224.2
2020,1,30,4,8.93,222.91
2020,1,30,5,8.84,216.37
2020,1,30,6,8.33,217.03
2020,1,30,7,8.05,216.59
2020,1,30,8,7.79,214.01
2020,1,30,9,8.29,211.55
2020,1,30,10,9.13,213.38
2020,1,30,11,9.28,209.63
2020,1,30,12,9.47,202.91
2020,1,30,13,9.72,194.57
2020,1,30,14,10.18,192.32
2020,1,30,15,11.3,196.43
2020,1,30,16,11.89,201.71
2020,1,30,17,11.77,207.6
2020,1,30,18,11.6,221.04
2020,1,30,19,12.13,231.96
2020,1,30,20,12.51,240.02
2020,1,30,21,13.08,243.54
2020,1,30,22,14.17,249.51
2020,1,30,23,14.14,256.19
2020,1,31,0,13.07,263.27
2020,1,31,1,11.88,266.68
2020,1,31,2,11.08,266.4
2020,1,31,3,10.02,265.97
2020,1,31,4,9.25,266.08
2020,1,31,5,8.51,260.97
2020,1,31,6,8.05,250.39
2020,1,31,7,8.33,242.28
2020,1,31,8,9.07,236.27
2020,1,31,9,9.81,234.36
2020,1,31,10,10.75,236.62
2020,1,31,11,10.29,233.7
2020,1,31,12,10.56,232.21
2020,1,31,13,11.21,230.69
2020,1,31,14,11.58,227.13
2020,1,31,15,11.62,223.26
2020,1,31,16,11.81,221.94
2020,1,31,17,12.18,222.84
2020,1,31,18,12.52,222.8
2020,1,31,19,12.77,222.3
2020,1,31,20,12.8,222.53
2020,1,31,21,12.69,222.2
2020,1,31,22,12.69,221.08
2020,1,31,23,12.79,220.07
2020,2,1,0,12.88,221.36
2020,2,1,1,12.8,221.81
2020,2,1,2,12.49,220.15
2020,2,1,3,11.88,218.97
2020,2,1,4,11.22,223.08
2020,2,1,5,10.7,226.42
2020,2,1,6,10.93,233.87
2020,2,1,7,9.71,231.83
2020,2,1,8,8.98,230.26
2020,2,1,9,8.81,229.78
2020,2,1,10,10.2,237.32
2020,2,1,11,11.72,248.45
2020,2,1,12,12.68,255.96
2020,2,1,13,13.0,256.73
2020,2,1,14,12.96,254.88
2020,2,1,15,13.17,252.58
2020,2,1,16,13.49,251.74
2020,2,1,17,13.69,252.73
2020,2,1,18,13.78,255.18
2020,2,1,19,13.8,256.11
2020,2,1,20,13.59,255.11
2020,2,1,21,12.19,253.12
2020,2,1,22,11.57,252.23
2020,2,1,23,11.13,251.88
2020,2,2,0,10.29,248.26
2020,2,2,1,10.64,246.32
2020,2,2,2,9.97,242.97
2020,2,2,3,9.26,239.97
2020,2,2,4,8.07,235.85
2020,2,2,5,6.72,228.21
2020,2,2,6,6.12,213.91
2020,2,2,7,6.45,199.82
2020,2,2,8,6.27,185.43
2020,2,2,9,6.6,174.91
2020,2,2,10,6.6,165.82
2020,2,2,11,6.97,188.83
2020,2,2,12,9.97,237.54
2020,2,2,13,14.52,266.27
2020,2,2,14,16.56,271.3
2020,2,2,15,15.24,271.62
2020,2,2,16,13.31,268.65
2020,2,2,17,12.23,263.43
2020,2,2,18,11.83,258.26
2020,2,2,19,12.13,256.74
2020,2,2,20,11.79,254.9
2020,2,2,21,10.71,249.6
2020,2,2,22,10.28,244.58
2020,2,2,23,10.65,243.85
2020,2,3,0,10.84,245.28
2020,2,3,1,11.32,245.5
2020,2,3,2,11.77,247.32
2020,2,3,3,12.07,250.17
2020,2,3,4,11.95,250.52
2020,2,3,5,11.87,250.07
2020,2,3,6,11.59,252.35
2020,2,3,7,11.04,253.86
2020,2,3,8,12.01,260.49
2020,2,3,9,11.98,265.96
2020,2,3,10,11.27,267.93
2020,2,3,11,11.66,270.42
2020,2,3,12,11.73,270.53
2020,2,3,13,10.99,268.78
2020,2,3,14,9.5,265.33
